,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__subsample,param_clf__reg_lambda,param_clf__reg_alpha,param_clf__n_estimators,param_clf__min_child_weight,param_clf__max_depth,param_clf__gamma,param_clf__eta,param_clf__colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,91.0277488231659,14.039859530810096,1.6716307004292805,0.632207302987116,0.7,0.01,0.03162277660168379,62,7,3,4.8,0.038,0.9,"{'clf__subsample': 0.7, 'clf__reg_lambda': 0.01, 'clf__reg_alpha': 0.03162277660168379, 'clf__n_estimators': 62, 'clf__min_child_weight': 7, 'clf__max_depth': 3, 'clf__gamma': 4.8, 'clf__eta': 0.038, 'clf__colsample_bytree': 0.9}",0.5947624855312991,0.5796787138163448,0.5695653037488883,0.5813355010321773,0.010353202414482633,1,0.6120286439193623,0.5941162007923095,0.5878125661886549,0.5979858036334422,0.010257841708533456
