,Unnamed: 0,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__subsample,param_clf__reg_lambda,param_clf__reg_alpha,param_clf__n_estimators,param_clf__min_child_weight,param_clf__max_depth,param_clf__gamma,param_clf__eta,param_clf__colsample_bytree,params,split0_test_f1,split1_test_f1,split2_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,mean_train_f1,std_train_f1,split0_test_precision,split1_test_precision,split2_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,mean_train_recall,std_train_recall,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,mean_train_roc_auc,std_train_roc_auc,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
10,0,149.01957559585568,24.474169719521818,4.580908854802449,1.9057390974330943,0.8,0.007943282347242814,0.3981071705534972,86,1,5,1.4,0.027999999999999997,0.7,"{'clf__subsample': 0.8, 'clf__reg_lambda': 0.007943282347242814, 'clf__reg_alpha': 0.3981071705534972, 'clf__n_estimators': 86, 'clf__min_child_weight': 1, 'clf__max_depth': 5, 'clf__gamma': 1.4, 'clf__eta': 0.028, 'clf__colsample_bytree': 0.7}",0.588546025214849,0.5666169802563462,0.549494930760189,0.5682193120771281,0.015982753099817996,1.0,0.6229449049104656,0.5938744857310781,0.5842775970404339,0.6003656625606593,0.01643962098009196,0.5115742182776273,0.5141034985422741,0.5108876061061989,0.5121884409753668,0.0013828577130746886,1.0,0.5495373516253951,0.5408068168858041,0.5375879368282769,0.5426440351131587,0.005048343398884362,0.6927825638175394,0.6310790122474949,0.594414293309792,0.6394252897916087,0.0405900186606172,1.0,0.7189877517565951,0.6584900382678112,0.6398486262635132,0.6724421387626398,0.03378112024110302,0.5120125,0.514455,0.5142125,0.5135599999999999,0.0010987170548720296,1.0,0.5561755526044371,0.542983897271113,0.5386077802625573,0.5459224100460357,0.007466940438149858,0.5201240799386151,0.5205767675291254,0.5229782662437996,0.5212263712371801,0.0012524864867706075,1.0,0.59170965283631,0.5691704928935513,0.5601160274517654,0.5736653910605422,0.013283884306016586,,,,,,,,,,,
11,0,114.69943888982135,22.409213716504013,5.010842243830363,2.0855243914210564,0.8,0.6309573444801932,0.5011872336272722,81,7,3,2.4,0.045,0.6,"{'clf__subsample': 0.8, 'clf__reg_lambda': 0.6309573444801932, 'clf__reg_alpha': 0.5011872336272722, 'clf__n_estimators': 81, 'clf__min_child_weight': 7, 'clf__max_depth': 3, 'clf__gamma': 2.4, 'clf__eta': 0.045, 'clf__colsample_bytree': 0.6}",0.5901378190012053,0.5731913911868428,0.5693700620393447,0.5775664240757976,0.009025172829048932,1.0,0.6096371539745569,0.5909025627373229,0.5824605248066874,0.5943334138395223,0.0113569464116628,0.5108450699114178,0.5136592223871839,0.5087976307996052,0.5111006410327356,0.0019929468364949347,1.0,0.5356583287864605,0.5289491631717164,0.5270217274641201,0.5305430731407657,0.003701633183910292,0.6985688197228949,0.6483318752982344,0.6463138147928935,0.6644048366046743,0.02417162867119701,1.0,0.7073244892158612,0.6692939003608561,0.6509339765206418,0.6758507886991197,0.02348356970334464,0.5111625,0.5143825,0.512725,0.5127566666666666,0.00131475018750923,1.0,0.5380975172404495,0.5297330707932174,0.5270918319013157,0.5316408066449942,0.004691188158389597,0.5185689279935829,0.5198015115716952,0.5215831041989558,0.5199845145880779,0.0012373175629192947,1.0,0.5616522994373304,0.5467799849188227,0.5409227398672118,0.549785008074455,0.00872549074521268,,,,,,,,,,,
12,0,179.6059769789378,22.516419163705592,4.968844413757324,2.052003635775009,0.6,0.199526231496888,0.001995262314968879,85,6,7,2.1,0.012,0.8,"{'clf__subsample': 0.6, 'clf__reg_lambda': 0.19952623149688797, 'clf__reg_alpha': 0.001995262314968879, 'clf__n_estimators': 85, 'clf__min_child_weight': 6, 'clf__max_depth': 7, 'clf__gamma': 2.1, 'clf__eta': 0.012, 'clf__colsample_bytree': 0.8}",0.5891825520685247,0.5344034171171905,0.5388449414143818,0.5541436368666989,0.0248425168935729,1.0,0.6422253299033741,0.5958239709633765,0.5872334762348064,0.6084275923671857,0.02415456405242716,0.5118059240015368,0.5155258271048329,0.512515896614304,0.5132825492402245,0.0016125005345944542,1.0,0.5686688171056722,0.5532795178715061,0.5490032792862932,0.5569838714211571,0.008444920400136622,0.6941224343959665,0.5547160808016542,0.5680256412828667,0.6056213854934959,0.06281514065191023,1.0,0.7376377349012142,0.6454563669583537,0.631186558782665,0.6714268868807443,0.04717919140917288,0.5123525,0.513845,0.5154125,0.5138699999999999,0.0012493648386280385,1.0,0.5809171986544697,0.555638773792698,0.5503648702571889,0.5623069475681189,0.013334406592176702,0.5204104583186705,0.5204610671742447,0.5228725169811359,0.521248014158017,0.0011488827560740726,1.0,0.6317675890821561,0.5905728932133318,0.5791337765208662,0.6004914196054514,0.022603280448165487,,,,,,,,,,,
13,0,162.84697302182516,21.15901632426152,4.698826551437378,2.022852695077919,0.7,0.03981071705534973,0.251188643150958,86,5,6,1.4,0.008,0.6,"{'clf__subsample': 0.7, 'clf__reg_lambda': 0.039810717055349734, 'clf__reg_alpha': 0.251188643150958, 'clf__n_estimators': 86, 'clf__min_child_weight': 5, 'clf__max_depth': 6, 'clf__gamma': 1.4, 'clf__eta': 0.008, 'clf__colsample_bytree': 0.6}",0.6035795763613189,0.5587111451165051,0.5248993020399456,0.5623966745059232,0.032226632226383146,1.0,0.6294116061332232,0.596976666421271,0.5807530945303404,0.6023804556949449,0.020228913164703557,0.5106500625060102,0.5142454726688371,0.5133573418625951,0.5127509590124809,0.0015291650620353453,1.0,0.55143284034775,0.5398635121087283,0.5370018632950129,0.5427660719171638,0.006238691890416063,0.7378568025725515,0.6115943613806267,0.5369722018799594,0.6288077886110459,0.0829091159307115,1.0,0.7330768671465493,0.6676036891042872,0.6322657764773032,0.6776487775760466,0.04176439354509887,0.511725,0.5140825,0.5155125,0.5137733333333333,0.0015616181956191965,1.0,0.5598090236816028,0.542587268415055,0.5374200141814246,0.5466054354260274,0.009571700865775036,0.5195482532405464,0.520059644955841,0.5227520629582055,0.5207866537181977,0.0014053482325623624,1.0,0.5985440568278013,0.5682292536986142,0.5584808554509774,0.5750847219924643,0.017058978286833303,,,,,,,,,,,
14,0,93.4462559223175,19.43222261066868,3.7958182493845616,1.5853945708957125,0.8,0.3981071705534972,0.6309573444801932,60,9,3,4.0,0.036000000000000004,0.9,"{'clf__subsample': 0.8, 'clf__reg_lambda': 0.3981071705534972, 'clf__reg_alpha': 0.6309573444801932, 'clf__n_estimators': 60, 'clf__min_child_weight': 9, 'clf__max_depth': 3, 'clf__gamma': 4.0, 'clf__eta': 0.036, 'clf__colsample_bytree': 0.9}",0.6010150875961845,0.5820582109846986,0.5717575988892032,0.5849436324900287,0.012117326556281605,1.0,0.6146758636864302,0.5980097984950964,0.5879655854019628,0.6002170825278298,0.01101555925677535,0.5102669973535809,0.5131407241054899,0.5080597061472071,0.510489142535426,0.002080255951313197,1.0,0.5320958561432767,0.5263249974737534,0.5240544267150223,0.5274917601106841,0.0033849813490970213,0.7310234626225733,0.6723596309845713,0.6537172837896129,0.6857001257989191,0.032939721946378994,1.0,0.7275972158876837,0.6923002148472759,0.6696305024877243,0.6965093110742279,0.02385123803752564,0.5110399999999999,0.51436,0.5119225000000001,0.5124408333333333,0.001404066020131857,1.0,0.5348364938015275,0.5276995929017528,0.5244177434310435,0.5289846100447746,0.004349409278971885,0.5189598800378997,0.5191293425020891,0.5201836079980584,0.5194242768460158,0.0005413669307343626,1.0,0.5560067900983269,0.5426681435761669,0.5371443951356558,0.5452731096033832,0.007917780494312068,,,,,,,,,,,
15,0,124.17330972353619,18.058470401615573,4.092600425084432,1.6202458581297896,0.7,0.7943282347242815,0.7943282347242815,70,4,5,3.0,0.027000000000000003,0.6,"{'clf__subsample': 0.7, 'clf__reg_lambda': 0.7943282347242815, 'clf__reg_alpha': 0.7943282347242815, 'clf__n_estimators': 70, 'clf__min_child_weight': 4, 'clf__max_depth': 5, 'clf__gamma': 3.0, 'clf__eta': 0.027, 'clf__colsample_bytree': 0.6}",0.5803582373295426,0.5542977228097979,0.5641853147716331,0.5662804249703245,0.010741809882167634,1.0,0.6213276921180643,0.5896091147233274,0.5830119751608085,0.5979829273340668,0.016725511346781338,0.5121049615351042,0.5152057245080501,0.5105133401838261,0.5126080087423267,0.0019484027699762524,1.0,0.5485463674370109,0.5390921539521205,0.5366159511072791,0.5414181574988035,0.0051407799553873906,0.6696028028107507,0.5998091299506919,0.630468585415768,0.6332935060590702,0.028563080194602526,1.0,0.7163768202158811,0.6505726284967237,0.6381901434283149,0.6683798640469732,0.03431338257130774,0.5121675,0.5148475,0.5145274999999999,0.5138475,0.001195101111482493,1.0,0.5547346352709599,0.5404360098734412,0.5374006367287415,0.5441904272910475,0.0075581573580966906,0.5201879294628453,0.5211454416091048,0.5231996184931463,0.5215109965216987,0.0012563944442729998,1.0,0.5900804607075447,0.5644035216649421,0.5573772962025161,0.5706204261916676,0.01405611773289615,,,,,,,,,,,
16,0,110.52993591626483,18.55645221560364,3.9580849806467686,1.7356057157693798,0.6,0.01,0.199526231496888,82,1,3,2.0,0.031,0.9,"{'clf__subsample': 0.6, 'clf__reg_lambda': 0.01, 'clf__reg_alpha': 0.19952623149688797, 'clf__n_estimators': 82, 'clf__min_child_weight': 1, 'clf__max_depth': 3, 'clf__gamma': 2.0, 'clf__eta': 0.031, 'clf__colsample_bytree': 0.9}",0.5891721283418417,0.5766684890212214,0.564094652965954,0.5766450901096724,0.010237849821092342,1.0,0.6120874253422899,0.5942456485553498,0.5819482341762596,0.5960937693579664,0.012373476307851064,0.5106977082840345,0.5132342621419073,0.5088661207696341,0.5109326970651921,0.0017910108053821618,1.0,0.5339405603354925,0.5273326723998801,0.5252910610498271,0.5288547645950666,0.0036915247943695006,0.6961421652308547,0.6579946715444568,0.6327708837013333,0.6623025734922149,0.02604993083889846,1.0,0.7170312055893765,0.6806076031733121,0.6523049512298408,0.6833145866641764,0.0264936196164119,0.5109125,0.5141074999999999,0.512575,0.5125316666666667,0.001304713144292243,1.0,0.5365605387514072,0.528359969880367,0.5250966719583858,0.5300057268633868,0.0048226166823556755,0.5190346006584522,0.5194443599048149,0.5209763288140306,0.5198184297924325,0.0008356726903751098,1.0,0.5587603057613625,0.5436700643144295,0.5382420113287348,0.546890793801509,0.00868062691390842,,,,,,,,,,,
17,0,110.15221667289734,17.176300444612288,5.084571202596028,0.9878839523806336,0.6,0.0039810717055349725,0.12589254117941673,72,9,4,4.3,0.037000000000000005,0.6,"{'clf__subsample': 0.6, 'clf__reg_lambda': 0.003981071705534973, 'clf__reg_alpha': 0.12589254117941673, 'clf__n_estimators': 72, 'clf__min_child_weight': 9, 'clf__max_depth': 4, 'clf__gamma': 4.3, 'clf__eta': 0.037, 'clf__colsample_bytree': 0.6}",0.5887281035795887,0.5451826332800502,0.5488362577042274,0.5609156648546221,0.01972284722060099,1.0,0.6148670905660755,0.5891891987932327,0.5798364288552978,0.5946309060715352,0.014809815406249647,0.5110155810572913,0.5151508450062585,0.5115078763190397,0.5125581007941965,0.001844330152669852,1.0,0.5407493986601221,0.5335029031183787,0.5310344827586206,0.5350955948457071,0.0041228952567369465,0.6943159712572948,0.5789327183076189,0.5920417724185668,0.6217634873278269,0.0515807394167805,1.0,0.7125298274141202,0.6578552171385834,0.6385158915513683,0.6696336453680239,0.031342880149947384,0.5113,0.5141675,0.5148625,0.5134433333333334,0.0015418959288990904,1.0,0.5448369656808882,0.5344845636881249,0.5310857402043389,0.5368024231911174,0.005848270686475586,0.5191895865039512,0.5209382243843871,0.5233407991743568,0.5211562033542317,0.0017017202633815313,1.0,0.5734667129758267,0.5548863368261931,0.5474734092631042,0.5586088196883747,0.010933301376067696,,,,,,,,,,,
18,0,111.23246947924295,20.35972706895876,4.0336968898773184,1.790998388647354,0.9,0.006309573444801929,0.07943282347242814,65,5,4,3.7,0.032,0.8,"{'clf__subsample': 0.9, 'clf__reg_lambda': 0.00630957344480193, 'clf__reg_alpha': 0.07943282347242814, 'clf__n_estimators': 65, 'clf__min_child_weight': 5, 'clf__max_depth': 4, 'clf__gamma': 3.7, 'clf__eta': 0.032, 'clf__colsample_bytree': 0.8}",0.5890201201876121,0.5597274106273631,0.5475525959294261,0.5654333755814671,0.01740320696632109,1.0,0.6125682716698281,0.5843543623582876,0.5810056366151657,0.5926427568810938,0.01415563717446665,0.5106509285191404,0.513970545433378,0.5115873769698976,0.5120696169741387,0.0013974693033219686,1.0,0.5393842593757074,0.5335262635234121,0.5297145056329158,0.5342083428440118,0.003977013830438662,0.6958047163444361,0.6144275886750438,0.5889569936699337,0.6330630995631379,0.04556731767196783,1.0,0.7087291042852327,0.6458868550366114,0.6432944748869441,0.6659701447362627,0.03025366727073965,0.5108425,0.51384,0.5148825,0.5131883333333334,0.0017124839820824404,1.0,0.5428533870826395,0.5337486862927483,0.5298391240817241,0.5354803991523706,0.005452331760227929,0.5188569912199333,0.5193323708550018,0.5230029469043129,0.520397436326416,0.001852567673619366,1.0,0.571224202926283,0.5520703757283963,0.545762831152091,0.5563524699355901,0.010826591068764177,,,,,,,,,,,
19,0,188.87022018432617,26.984240787225605,5.151859362920125,2.069176878205692,0.7,0.3981071705534972,0.251188643150958,87,1,7,1.0,0.035,0.9,"{'clf__subsample': 0.7, 'clf__reg_lambda': 0.3981071705534972, 'clf__reg_alpha': 0.251188643150958, 'clf__n_estimators': 87, 'clf__min_child_weight': 1, 'clf__max_depth': 7, 'clf__gamma': 1.0, 'clf__eta': 0.035, 'clf__colsample_bytree': 0.9}",0.6000646461651852,0.5582044561241587,0.5595468449076697,0.5726053157323379,0.01942441114983489,1.0,0.652249991939715,0.6149047438101929,0.6021913159545361,0.6231153505681479,0.021245051311581796,0.5127634944706184,0.5143335916717287,0.5102734065062153,0.5124568308828541,0.0016716873335264088,1.0,0.5859488551387104,0.5686565654863229,0.5624940058576603,0.5723664754942313,0.009928244655166995,0.7231926634642105,0.6102572769206299,0.61935335011988,0.6509344301682402,0.051229053255632775,1.0,0.7354696702294314,0.6693415119455483,0.6479172656419292,0.6842428159389696,0.03726385677652174,0.5143575,0.5141475000000001,0.514015,0.5141733333333334,0.00014101319875183826,1.0,0.6000990946657409,0.5745732716444595,0.5662213680194521,0.5802979114432175,0.014410730175793975,0.5211792553331877,0.5201338471938622,0.5241109436384616,0.5218080153885039,0.001683414870193326,1.0,0.6612269226614034,0.6189878360639072,0.6042545266734743,0.6281564284662616,0.02414554190917697,,,,,,,,,,,
20,0,123.4945426781972,17.960644324695448,4.0120379130045585,1.661011896398069,0.8,0.025118864315095798,0.3981071705534972,84,9,3,2.3,0.017,0.6,"{'clf__subsample': 0.8, 'clf__reg_lambda': 0.025118864315095794, 'clf__reg_alpha': 0.3981071705534972, 'clf__n_estimators': 84, 'clf__min_child_weight': 9, 'clf__max_depth': 3, 'clf__gamma': 2.3, 'clf__eta': 0.017, 'clf__colsample_bytree': 0.6}",0.5963067865579894,0.5855162706111089,0.5643534537569352,0.5820588369753446,0.013272007001781787,1.0,0.6117193430815109,0.6006107154336757,0.5838397450991197,0.5987232678714355,0.011459780092133595,0.5100107900731328,0.5121961215327583,0.5082106193623561,0.5101391769894157,0.0016296051234935373,1.0,0.5301001926315407,0.5235297674082529,0.5233046209596212,0.5256448603331383,0.003151736256702977,0.7177537814125213,0.6833346588197868,0.6344411785359589,0.6785098729227558,0.034182903804202976,1.0,0.7230462630629202,0.7043082532698248,0.6602121328429171,0.6958555497252208,0.026339047414258014,0.510415,0.5134075,0.5118024999999999,0.511875,0.001222758152702349,1.0,0.5319479180008494,0.5246836029201548,0.5230649101603879,0.5265654770271307,0.0038629043209572047,0.5179001037178679,0.51859775925951,0.5194004111652917,0.5186327580475565,0.0006129977137381901,1.0,0.5506740512437304,0.5394913327272739,0.5345417100128508,0.5415690313279516,0.0067478753201200645,,,,,,,,,,,
21,0,111.77450315157571,18.04999003260128,3.848271131515503,1.5746117357643876,0.9,0.31622776601683794,0.001995262314968879,74,2,3,3.4,0.03,0.7,"{'clf__subsample': 0.9, 'clf__reg_lambda': 0.31622776601683794, 'clf__reg_alpha': 0.001995262314968879, 'clf__n_estimators': 74, 'clf__min_child_weight': 2, 'clf__max_depth': 3, 'clf__gamma': 3.4, 'clf__eta': 0.03, 'clf__colsample_bytree': 0.7}",0.5905303315513389,0.5897306507496468,0.5698421923984641,0.5833677248998166,0.009569566149344004,1.0,0.6116849030714562,0.6028319123020707,0.587357648790073,0.6006248213878665,0.01005343267895566,0.5103722288903992,0.5126101622748579,0.5078043459495092,0.5102622457049221,0.0019635070433729573,1.0,0.5326555572167715,0.5254592935895753,0.5243239936375872,0.5274796148146447,0.0036891743708538038,0.7005587756560403,0.6941655400031812,0.6491477985213125,0.6812907047268446,0.02287783760223672,1.0,0.7182507419672542,0.7069249066118605,0.6676179456057286,0.6975978647282811,0.02169739307797849,0.5105649999999999,0.5142175,0.51153,0.5121041666666667,0.0015454103194800675,1.0,0.5349847987434527,0.5273190708012708,0.5246560143307027,0.5289866279584755,0.004378470586530946,0.5186994729171954,0.5192630167118889,0.5199783015724546,0.5193135970671796,0.0005233032655697908,1.0,0.5559164093956398,0.5421242657973787,0.5376065393713828,0.5452157381881338,0.007788056506959734,,,,,,,,,,,
22,0,93.56307554244995,16.602049783001483,3.7163084348042807,1.4639579506419156,0.6,0.199526231496888,0.031622776601683784,61,9,3,3.8,0.045,0.6,"{'clf__subsample': 0.6, 'clf__reg_lambda': 0.19952623149688797, 'clf__reg_alpha': 0.03162277660168379, 'clf__n_estimators': 61, 'clf__min_child_weight': 9, 'clf__max_depth': 3, 'clf__gamma': 3.8, 'clf__eta': 0.045, 'clf__colsample_bytree': 0.6}",0.5859902533164328,0.5761802949646566,0.5564310908259822,0.5728672130356905,0.012292773098728844,1.0,0.6116102524686657,0.5932973468664681,0.5841128101440161,0.5963401364930501,0.011430114030725587,0.510814988618714,0.513457709895169,0.5089759324360867,0.5110828769833232,0.001839457425457174,1.0,0.5341599271465485,0.5276022642150541,0.5249341608958635,0.528898784085822,0.0038763740410802665,0.6871104450355314,0.6563593526324161,0.6136452554598076,0.6523716843759183,0.0301242941100387,1.0,0.7153291426229617,0.6776794907147491,0.658329875210143,0.6837795028492847,0.023666245053952737,0.5108775,0.5143449999999999,0.5123725,0.5125316666666667,0.0014200679756813175,1.0,0.5367307523779349,0.5285391575361496,0.5249588767393057,0.5300762622177967,0.004927222484293681,0.5189080286369054,0.519642814297427,0.5209212231102789,0.5198240220148704,0.0008318113466209943,1.0,0.55900850864508,0.5438886519625523,0.5385187783986402,0.5471386463354242,0.00867483367605174,,,,,,,,,,,
23,0,144.55743495623267,20.836928923980103,5.1671364307403564,2.2239763805269055,0.7,0.12589254117941673,0.03981071705534973,60,1,7,1.6,0.033,0.9,"{'clf__subsample': 0.7, 'clf__reg_lambda': 0.12589254117941673, 'clf__reg_alpha': 0.039810717055349734, 'clf__n_estimators': 60, 'clf__min_child_weight': 1, 'clf__max_depth': 7, 'clf__gamma': 1.6, 'clf__eta': 0.033, 'clf__colsample_bytree': 0.9}",0.595398907307923,0.5490086010929975,0.5504781212104382,0.5649618765371196,0.021530590701774644,1.0,0.6464005616258138,0.6083917679101789,0.597325866973302,0.617372732169765,0.021017051856104658,0.511630892563575,0.5146961604704163,0.5110078971565081,0.5124449833968331,0.0016120131268647904,1.0,0.5759888122878716,0.5632683197156161,0.5565941384620465,0.5652837568218447,0.008045074404023383,0.7119675255071658,0.5882227214887864,0.5965560827824202,0.6322487765927908,0.056472237568368826,1.0,0.7364248084766041,0.6613745067737399,0.6444898288689317,0.6807630480397586,0.0399578675455691,0.5125274999999999,0.513935,0.5143949999999999,0.5136191666666666,0.0007944398795517724,1.0,0.5891599199153313,0.567951381758294,0.5596811188971789,0.5722641401902681,0.01241504037680045,0.5199135620442596,0.5198354871249159,0.5232256466297005,0.520991565266292,0.0015800556059844806,1.0,0.6450630753668818,0.6092761908652953,0.5944063392482957,0.6162485351601575,0.021260078665134977,,,,,,,,,,,
24,0,189.24341519673663,25.85613889278985,5.7241445382436105,2.3101030307320545,0.6,0.06309573444801933,0.1,93,7,7,0.5,0.022000000000000002,0.7,"{'clf__subsample': 0.6, 'clf__reg_lambda': 0.06309573444801933, 'clf__reg_alpha': 0.1, 'clf__n_estimators': 93, 'clf__min_child_weight': 7, 'clf__max_depth': 7, 'clf__gamma': 0.5, 'clf__eta': 0.022, 'clf__colsample_bytree': 0.7}",0.6005908231492639,0.5536312964539528,0.5527929241767295,0.5690050145933154,0.022337161765670174,1.0,0.6485352860920975,0.6100986438953567,0.596974435667877,0.6185361218851104,0.02187881167153729,0.512172405945274,0.514205211490343,0.5118869045329641,0.5127548406561937,0.0010321690531823232,1.0,0.5772273041343963,0.5610309920210154,0.5561888155497461,0.5648157039017193,0.008996204143843847,0.7259071420064314,0.5996053364084619,0.6008045504248468,0.6421056762799133,0.059258607093534525,1.0,0.7399446085916173,0.6685717913263596,0.6442150674086171,0.684243822442198,0.040622208074309885,0.5136025,0.5137025,0.5154925,0.5142658333333333,0.0008683445296783264,1.0,0.5910390109408601,0.5663698996951797,0.5592253899174089,0.5722114335178162,0.013628872751300149,0.5212348845500976,0.5197269457584318,0.5242465839764978,0.5217361380950091,0.0018788691178056114,1.0,0.6466496792942974,0.6065409062305005,0.5929194410655472,0.6153700088634484,0.02280642329121204,,,,,,,,,,,
25,0,98.48896416028342,17.57412883575889,4.065608819325766,1.765231874419261,0.8,0.005011872336272725,0.15848931924611134,63,8,3,3.2,0.040999999999999995,0.8,"{'clf__subsample': 0.8, 'clf__reg_lambda': 0.005011872336272725, 'clf__reg_alpha': 0.15848931924611134, 'clf__n_estimators': 63, 'clf__min_child_weight': 8, 'clf__max_depth': 3, 'clf__gamma': 3.2, 'clf__eta': 0.041, 'clf__colsample_bytree': 0.8}",0.5927014725903871,0.5765081466705575,0.5724347841341683,0.5805481344650376,0.008753124824123078,1.0,0.6134538519228016,0.5935888790822361,0.588158078915035,0.5984002699733576,0.010872937191194393,0.5110725984201008,0.51301051848292,0.5085444443578614,0.5108758537536273,0.0018285669927512113,1.0,0.533385434474674,0.5275995063252082,0.5244420086136696,0.5284756498045173,0.0037033261698165634,0.7053624598038827,0.6579449658024495,0.6546853525676394,0.6726642593913238,0.023159382580645125,1.0,0.7218068968252395,0.6784452437018801,0.6694973706461285,0.689916503724416,0.022843875724130058,0.5116175000000001,0.513825,0.51255,0.5126641666666667,0.0009048165866934457,1.0,0.536152700161113,0.528576404408419,0.5248899791297658,0.5298730278997659,0.004688506913451421,0.5186881445822402,0.5194605692478941,0.5209881542203629,0.5197122893501657,0.000955696374824866,1.0,0.5585917376897153,0.5443129284913816,0.5381021584471485,0.5470022748760818,0.008578273033932136,,,,,,,,,,,
26,0,123.8979431788127,15.897557319363472,3.7117976347605386,1.5851078534373617,0.9,0.031622776601683784,0.6309573444801932,89,5,4,3.0,0.048,0.7,"{'clf__subsample': 0.9, 'clf__reg_lambda': 0.03162277660168379, 'clf__reg_alpha': 0.6309573444801932, 'clf__n_estimators': 89, 'clf__min_child_weight': 5, 'clf__max_depth': 4, 'clf__gamma': 3.0, 'clf__eta': 0.048, 'clf__colsample_bytree': 0.7}",0.5922065379828246,0.5653555989761513,0.5570734378208199,0.5715451915932653,0.01499593221116396,1.0,0.6169488603302996,0.5879096569510841,0.5781525051687347,0.5943370074833728,0.016477710593490718,0.5100128342092621,0.5151951264386614,0.5109179625382902,0.5120419743954046,0.0022600280498146033,1.0,0.5456932199125201,0.5376865493651606,0.5348180058176495,0.53939925836511,0.004601999528552643,0.7059827702568582,0.6263370844599968,0.6123962962591415,0.6482387169919989,0.04122594781207957,1.0,0.7096082280698276,0.6484816864023298,0.6291286804226794,0.6624061982982788,0.034299255784226754,0.510185,0.5156225,0.51463,0.5134791666666666,0.0023643060410098262,1.0,0.5506747874857594,0.5386864135490028,0.534776786098759,0.5413793290445071,0.006763897171735221,0.5178601938493752,0.5213261776182513,0.523755073987363,0.5209804818183298,0.002418957371799292,1.0,0.5833135687381757,0.5619119746255512,0.5538120823670158,0.5663458752435809,0.012445321223786785,,,,,,,,,,,
27,0,149.09016585350037,22.54693698850505,5.009018739064534,2.148445917373162,0.8,0.15848931924611134,0.6309573444801932,73,3,6,1.0,0.006999999999999999,0.8,"{'clf__subsample': 0.8, 'clf__reg_lambda': 0.15848931924611134, 'clf__reg_alpha': 0.6309573444801932, 'clf__n_estimators': 73, 'clf__min_child_weight': 3, 'clf__max_depth': 6, 'clf__gamma': 1.0, 'clf__eta': 0.007, 'clf__colsample_bytree': 0.8}",0.587405350033266,0.5531057885516435,0.5157359343499162,0.5520823576449418,0.02926786456410047,1.0,0.6241778155144093,0.5849396737334752,0.5702439855096952,0.5931204915858599,0.022765600369779714,0.5113387731987953,0.5145479899733936,0.5124830991565674,0.5127899541095854,0.001328003024151808,1.0,0.5485380614822958,0.5391710467087352,0.5358009164715845,0.5411700082208718,0.005388605329843385,0.6900581603080711,0.5979103706060124,0.5190303261338443,0.6023329523493092,0.06989181848895146,1.0,0.724014621216628,0.6391994112034026,0.6094195026817568,0.6575445117005958,0.0485483767816143,0.5116375,0.514045,0.5141875,0.5132899999999999,0.0011699412378406169,1.0,0.5554138044936398,0.5396870457391592,0.5345356444653689,0.5432121648993893,0.008880474475382772,0.5191889839320121,0.5200622531847501,0.5205653196713408,0.519938852262701,0.0005686216419320827,1.0,0.5917500352403968,0.5638409099321232,0.5547328742649791,0.5701079398124996,0.015748530075558296,,,,,,,,,,,
28,0,159.2141693433126,25.431099412991443,4.842820644378662,1.9751487683479692,0.8,0.00251188643150958,0.025118864315095798,92,9,5,1.1,0.03,0.7,"{'clf__subsample': 0.8, 'clf__reg_lambda': 0.0025118864315095794, 'clf__reg_alpha': 0.025118864315095794, 'clf__n_estimators': 92, 'clf__min_child_weight': 9, 'clf__max_depth': 5, 'clf__gamma': 1.1, 'clf__eta': 0.03, 'clf__colsample_bytree': 0.7}",0.6046103298513005,0.5665968439540283,0.567259724519382,0.5794889661082369,0.01776554793027714,1.0,0.6237762960814189,0.5927446227734482,0.5849555896023768,0.6004921694857479,0.016768624927274867,0.5095209263089148,0.5130720139972345,0.5110415803676639,0.511211506891271,0.0014546963509275332,1.0,0.5515408545489175,0.542174383746911,0.5384631877615343,0.5440594753524542,0.005502818666915096,0.7433353844932312,0.6325900668045172,0.6373754802724637,0.6711003105234039,0.05111525851175037,1.0,0.7177847402618863,0.6537189607184588,0.6402352751226158,0.670579658700987,0.03382989051307789,0.510215,0.5132525,0.5153125,0.5129266666666666,0.0020937609037858626,1.0,0.5584843909048623,0.5441657304614989,0.5396161254855129,0.547422082283958,0.008039723476898105,0.5189203362653307,0.5192680631262474,0.5246319408364103,0.5209401134093294,0.0026143731952369704,1.0,0.5964528005458165,0.5708884755006705,0.5618132530108996,0.5763848430191288,0.014665881159557963,,,,,,,,,,,
