,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_reduce_dim__k,param_reduce_dim,param_clf__n_estimators,param_clf__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1,5969.251550753911,1935.5840100683963,10.59200644493103,1.6575033293892463,50,SelectKBest(k=50),100,0.001,"{'reduce_dim__k': 50, 'reduce_dim': SelectKBest(k=50), 'clf__n_estimators': 100, 'clf__learning_rate': 0.001}",0.610916190988514,0.6095428538357609,0.6336297173005252,0.6180295873749334,0.011045196663566542,1
0,9344.041069587072,3140.330975107061,22.82146962483724,3.924411155947003,30,SelectKBest(k=50),250,0.001,"{'reduce_dim__k': 30, 'reduce_dim': SelectKBest(k=50), 'clf__n_estimators': 250, 'clf__learning_rate': 0.001}",0.6091246559213511,0.6122589094372569,0.6076503951057863,0.6096779868214648,0.001921671563961592,2
2,1305.5708714326222,439.07994380803615,5.343015432357788,0.11424009680008758,20,SelectKBest(k=50),50,0.1,"{'reduce_dim__k': 20, 'reduce_dim': SelectKBest(k=50), 'clf__n_estimators': 50, 'clf__learning_rate': 0.1}",0.6008728296958606,0.5917058554159933,0.5550277297936176,0.5825354716351572,0.01980766266334872,3
