,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_reduce_dim__k,param_reduce_dim,param_clf__n_estimators,param_clf__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,3586.6347726980844,1226.0487987679867,5.1936717828114825,0.8480433494872529,50,SelectKBest(k=50),50,0.009,"{'reduce_dim__k': 50, 'reduce_dim': SelectKBest(k=50), 'clf__n_estimators': 50, 'clf__learning_rate': 0.009}",0.5775446863908841,0.5946411746045275,0.5987391441801648,0.5903083350585255,0.009179011716735453,1,0.5897156919283778,0.6035567698827934,0.6096592035765148,0.6009772217958953,0.00834371881374681
2,2068.9529303709664,458.11273534454267,4.273776690165202,0.9367521235441498,30,SelectKBest(k=50),50,0.009,"{'reduce_dim__k': 30, 'reduce_dim': SelectKBest(k=50), 'clf__n_estimators': 50, 'clf__learning_rate': 0.009}",0.5524503975284727,0.6014307589911148,0.6020166496732898,0.5852992687309592,0.023228891083175135,2,0.5673011594348906,0.6103053856976852,0.6126079327957409,0.5967381593094389,0.020836316884953694
1,1526.7411239147186,472.46364958739673,4.836828788121541,0.11552961280797705,20,SelectKBest(k=50),50,0.009,"{'reduce_dim__k': 20, 'reduce_dim': SelectKBest(k=50), 'clf__n_estimators': 50, 'clf__learning_rate': 0.009}",0.5351900967775315,0.605697448233791,0.5992032167634675,0.58003025392493,0.03181743264679581,3,0.5527765067639763,0.6133255082245155,0.6105706968799869,0.5922242372894929,0.02791642084384884
