,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_reduce_dim__n_components,param_reduce_dim,param_clf__n_estimators,param_clf__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,2823.5648349920907,993.3812586582555,6.47456153233846,0.09524384078170385,0.95,PCA(n_components=0.95),50,0.001,"{'reduce_dim__n_components': 0.95, 'reduce_dim': PCA(n_components=0.95), 'clf__n_estimators': 50, 'clf__learning_rate': 0.001}",0.618455660777221,0.5792730101740646,0.536395354843557,0.5780413419316143,0.03351229831446189,1,0.6312866002946372,0.5896169476869866,0.5556070008935591,0.5921701829583944,0.0309487716411092
2,2134.1394295692444,555.608508520771,5.131915330886841,0.7317618157335128,0.93,PCA(n_components=0.95),50,0.001,"{'reduce_dim__n_components': 0.93, 'reduce_dim': PCA(n_components=0.95), 'clf__n_estimators': 50, 'clf__learning_rate': 0.001}",0.618455660777221,0.5792730101740646,0.536395354843557,0.5780413419316143,0.03351229831446189,1,0.6312866002946372,0.5896169476869866,0.5556070008935591,0.5921701829583944,0.0309487716411092
1,2096.870678027471,733.54512090265,6.055181423823039,0.05333289668911706,0.91,PCA(n_components=0.95),50,0.005,"{'reduce_dim__n_components': 0.91, 'reduce_dim': PCA(n_components=0.95), 'clf__n_estimators': 50, 'clf__learning_rate': 0.005}",0.5910401557799608,0.57997370114428,0.5396100557130659,0.5702079708791022,0.022102653142882563,3,0.6097993425539081,0.5905274542587268,0.5635954314541318,0.5879740760889223,0.018948881326479993
