,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_features,param_miss_value__strategy,param_reduce_dim,param_reduce_dim__k,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,20.50883638858795,6.066074853344386,1.2281245231628417,0.05251361234134945,0.33,constant,SelectKBest(k=20),20,"{'clf__max_features': 0.33, 'miss_value__strategy': 'constant', 'reduce_dim': SelectKBest(k=20), 'reduce_dim__k': 20}",0.5089012150026413,0.5078619793220991,0.5275145557059682,0.49138438486648467,0.5006120765361791,0.5223944243813381,0.46371903955649857,0.4819051779449306,0.49528439211650566,0.4762872144093621,0.49758644598420076,0.019089835600344565,2,0.5244426811353328,0.5215443328332816,0.5246068255166163,0.5215261170364422,0.5182048481876872,0.5152566590475349,0.49599243074428273,0.5125866419025135,0.5059886271290119,0.4912419920645232,0.5131391155597227,0.011204202803003344
1,22.548616886138916,7.143569206025122,1.3550174474716186,0.06198709275968354,0.33,constant,SelectKBest(k=20),30,"{'clf__max_features': 0.33, 'miss_value__strategy': 'constant', 'reduce_dim': SelectKBest(k=20), 'reduce_dim__k': 30}",0.4847888444546807,0.48933062936482125,0.48629444515642134,0.4586662060428093,0.4882365875109939,0.4990348768335598,0.44033861865090024,0.4369295946037302,0.46529592510696954,0.4328093404507527,0.46817250681756384,0.023467572517731225,7,0.513005147112356,0.5155863691961335,0.4942490373048771,0.500442283522438,0.5105976129369468,0.4973352811010365,0.47325943418704763,0.4751824283601064,0.47578406798312656,0.45355635521185833,0.4908998016915927,0.01952179603357889
2,25.21579279899597,8.223913119678963,1.663259243965149,0.017459976466209875,0.33,constant,SelectKBest(k=20),40,"{'clf__max_features': 0.33, 'miss_value__strategy': 'constant', 'reduce_dim': SelectKBest(k=20), 'reduce_dim__k': 40}",0.4821812358650915,0.45101299708441767,0.4576761086794946,0.4236659830515034,0.4537325267238342,0.44715447154471544,0.40619380301414776,0.40869310860061187,0.4383310616386491,0.41395110384824885,0.43825924000507144,0.02343835476528698,16,0.5095349194209761,0.4892022738593375,0.4705238424676026,0.46520460284398224,0.4833669145610545,0.4538603259157647,0.43177981275899113,0.4456681220037802,0.44452354771101776,0.43423538838163145,0.4627899749924138,0.0241977403142128
3,27.51352984905243,8.384545432868002,1.8529688835144043,0.07990413352926279,0.33,constant,SelectKBest(k=20),50,"{'clf__max_features': 0.33, 'miss_value__strategy': 'constant', 'reduce_dim': SelectKBest(k=20), 'reduce_dim__k': 50}",0.4392418328447975,0.4570749739904226,0.4659316639467136,0.4518561442371875,0.4513458473525766,0.47355065108320527,0.4225136949309467,0.41717695940741206,0.4590416748503299,0.43488703629094744,0.44726204789345403,0.017457204173259168,12,0.47411329151560494,0.4929853161735501,0.4780859094737499,0.49074969271983054,0.48032772017294556,0.4784481668750871,0.44916501693418776,0.45407103422546735,0.47134337370656026,0.4574704506197319,0.4726759972416715,0.014121692718679647
4,22.247603964805602,7.075227280868127,1.2504273891448974,0.022618233941652865,0.33,mean,SelectKBest(k=20),20,"{'clf__max_features': 0.33, 'miss_value__strategy': 'mean', 'reduce_dim': SelectKBest(k=20), 'reduce_dim__k': 20}",0.5090385707306123,0.5078260639073331,0.5268519981045648,0.4919857554235624,0.501162435401804,0.5230400798270414,0.476555411309798,0.48951434878587197,0.5040328211129655,0.463472159149173,0.4993479643752726,0.01861797628369621,1,0.5244386299783387,0.5231497843277817,0.5231037157588939,0.5237924569687991,0.5192266776778387,0.5159924681603436,0.5047696175362938,0.5180240483047817,0.5149439697472602,0.47949854119031116,0.5146939909650642,0.01300215336612404
5,24.869810771942138,8.555539310376199,1.455425238609314,0.048800761296617014,0.33,mean,SelectKBest(k=20),30,"{'clf__max_features': 0.33, 'miss_value__strategy': 'mean', 'reduce_dim': SelectKBest(k=20), 'reduce_dim__k': 30}",0.5093879606195921,0.49624901110292713,0.4955719945307296,0.44673539518900346,0.48779078565434514,0.4578392425102303,0.43788843129913896,0.415660161092874,0.4645787155646392,0.44600242277407637,0.4657704120337556,0.028827656295216348,8,0.5300496378745747,0.5217478991596638,0.500474757166442,0.48727867571571665,0.5107244661603271,0.4646108119526667,0.47149132997091175,0.45400883507463113,0.4735644707200921,0.46557751908685463,0.48795284028818814,0.0250314871563079
6,26.769997310638427,8.373939692998796,1.6823636770248414,0.0199488933015462,0.33,mean,SelectKBest(k=20),40,"{'clf__max_features': 0.33, 'miss_value__strategy': 'mean', 'reduce_dim': SelectKBest(k=20), 'reduce_dim__k': 40}",0.4511247991430102,0.45756463006385584,0.4648756808833883,0.4180324659561639,0.4608138903960933,0.45892583883850263,0.42094112916943727,0.4172169462787098,0.4308142833049691,0.42305170438835565,0.4403361368422486,0.018915219204572835,15,0.4860429778257783,0.4936985535800551,0.4746714675235638,0.45899187437935157,0.49087118898118814,0.4639595136952289,0.4496665919243838,0.4535314258163907,0.438584503324614,0.4433782844523103,0.46533963815028645,0.018966325121294994
7,28.857479333877563,8.82914850040699,1.8764566898345947,0.03521903421502369,0.33,mean,SelectKBest(k=20),50,"{'clf__max_features': 0.33, 'miss_value__strategy': 'mean', 'reduce_dim': SelectKBest(k=20), 'reduce_dim__k': 50}",0.4463522531303891,0.44070582327025354,0.47516626983839805,0.4489070474055282,0.4490116585015157,0.452513924488308,0.4274409563314099,0.42255781829967515,0.435793531545478,0.430578634899088,0.44290279177100433,0.014418090740808584,14,0.4808254684661833,0.47949585857787874,0.4860509931963311,0.48881750231329846,0.47879716914708287,0.4586011356287638,0.4549918122214806,0.4600768736796061,0.44715803940978244,0.45006803747585006,0.4684882890116257,0.014987724631879702
8,25.57802882194519,7.85347774876728,1.666360569000244,0.025248476159599145,0.66,constant,SelectKBest(k=20),20,"{'clf__max_features': 0.66, 'miss_value__strategy': 'constant', 'reduce_dim': SelectKBest(k=20), 'reduce_dim__k': 20}",0.5086991558450138,0.50664541197569,0.5209040902491975,0.47813030421726066,0.500469177375668,0.5165485270732826,0.4543150709799223,0.4797467226764067,0.4790936631811138,0.47146144247206734,0.4916013566045622,0.020862970376392006,4,0.5243126527121954,0.521590475839083,0.5187990267565202,0.5136294444345837,0.518037279968371,0.5100658620465902,0.48805709048796075,0.5116282982362672,0.48961779328484967,0.4868012109387597,0.508253913470518,0.013790075124898932
9,29.601762986183168,9.40837941785154,2.011549472808838,0.03756315067477935,0.66,constant,SelectKBest(k=20),30,"{'clf__max_features': 0.66, 'miss_value__strategy': 'constant', 'reduce_dim': SelectKBest(k=20), 'reduce_dim__k': 30}",0.4687518008413531,0.48115933876626893,0.48721660806869155,0.4376809632320315,0.4690365908490762,0.4641556364928489,0.4277179131548064,0.41405505103396534,0.4496559471984272,0.42922951011341054,0.452865935975088,0.023579799253854096,10,0.4985057442071132,0.509453044375645,0.49283893001502377,0.479170119220651,0.4954079773959999,0.4688691120417863,0.46123448909613296,0.45478500479328643,0.4591361387642001,0.44945306972286736,0.4768853629632706,0.019990297774020702
