,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_reduce_dim,param_clf__max_features,param_reduce_dim__n_components,param_reduce_dim__k,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,129.5620470046997,28.393880657235037,7.343413090705871,0.9931603023696567,passthrough,,,,{'reduce_dim': 'passthrough'},0.33701150055515194,0.3016322638546107,0.29597017065825326,0.28633295121640556,0.3065154685820937,0.277977341807129,0.2854894875642912,0.2669497730267975,0.2873423579775541,0.2495275254526611,0.2894748840694948,0.022373579104509843,16,0.34862731411003767,0.3455949313780584,0.34135653436972474,0.3305732360629909,0.3281261703984023,0.3075336289511065,0.3191568959449311,0.31031739913519424,0.2933034417045662,0.2957650365472047,0.32203545886022167,0.019018506496625565
1,26.42424511909485,5.527389673930983,1.0569522380828857,0.0593006288679041,PCA(),0.33,0.91,,"{'clf__max_features': 0.33, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.91}",0.37652352789920285,0.3570374206914412,0.3507185446661114,0.3504684992493659,0.3843295332871449,0.3261283306144644,0.3484956925115971,0.344832150799534,0.36859335170736135,0.2970818505338078,0.35042089019600303,0.023823042346864266,13,0.3921077703675803,0.40530595302046196,0.4143850506922334,0.392862494406708,0.40588700085200674,0.3454529409587828,0.37473885690293207,0.37581170379886913,0.35568559423306734,0.33833948055652846,0.38005768457891703,0.025239608398855532
2,27.47529766559601,5.937898315795111,1.2482141494750976,0.10606374896988958,PCA(),0.33,0.93,,"{'clf__max_features': 0.33, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.93}",0.2922903542738253,0.28327817679957223,0.20215521376267068,0.21762592725067256,0.24812925689502457,0.30061764954733905,0.2296230279719186,0.2525892347873075,0.28335978335250356,0.2160775370581528,0.25257461616989874,0.033790544056890706,19,0.31972434052813176,0.32103090963263775,0.2774776255514082,0.2672297401436454,0.2710507282056158,0.31804877856556696,0.2601921671390627,0.2896015531671392,0.2666071596354411,0.2611215387374611,0.28520845413061097,0.023891053337073434
3,25.1248420715332,5.170852661707865,1.3150063037872315,0.2632932393755086,PCA(),0.33,0.95,,"{'clf__max_features': 0.33, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.95}",0.27673287631100957,0.23839501268221125,0.2474358196273593,0.2325694931803619,0.28861688752727643,0.28402162162162164,0.2361179970252851,0.24674658051269666,0.26871344161049915,0.24908146843591536,0.2568431198534237,0.01973449564683299,18,0.3115763145522787,0.290103250003964,0.33031101438365434,0.2702368077203525,0.3128395896259915,0.3046242061593909,0.26851156672750126,0.27933761636720855,0.24497130352497976,0.2880540220851619,0.2900565691150484,0.024131724855252216
4,38.53253335952759,14.823765461557965,1.9356939315795898,0.5634349923174164,PCA(),0.33,0.97,,"{'clf__max_features': 0.33, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.97}",0.3226359526015237,0.23377744880335555,0.19708839379071827,0.27193338748984563,0.23596842219098088,0.2946465349487948,0.24543865566833276,0.251086169442433,0.317708549959101,0.23633951436240785,0.2606623029257493,0.03829655048384006,17,0.3461371123127603,0.26619063605991006,0.2766367137355584,0.3187131473461484,0.26325109519552536,0.3163183846899999,0.2713312045718925,0.28036859337729125,0.29747895089753557,0.27976092974991545,0.2916186767936537,0.025894603217742295
5,40.98586375713349,7.618598923830815,1.8888944625854491,0.1872553038793649,PCA(),0.66,0.91,,"{'clf__max_features': 0.66, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.91}",0.3413434247871334,0.2937899673156174,0.2716107284185842,0.2754030341012232,0.3079845233907844,0.2970937406918855,0.2839479234853444,0.2807548047567819,0.35356584836206667,0.2673552369928472,0.29728492323022687,0.027785454202925733,14,0.3750888028029653,0.34492198193265805,0.34439958545596805,0.3157819352856448,0.339354994774335,0.31418262558978627,0.31363591367588023,0.3151512104899596,0.3395612308047369,0.30543611133893384,0.3307514392150868,0.02044577558284604
6,42.336186337471005,9.330072562447102,2.2093865156173704,0.4300489435472284,PCA(),0.66,0.93,,"{'clf__max_features': 0.66, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.93}",0.28217597663380795,0.21451452557163375,0.17868137295250638,0.20034619110384144,0.23305163735785747,0.2566239507721719,0.23640757148610553,0.22550222954181748,0.26549332537847714,0.21516497461928932,0.23079617554175086,0.029543242283669217,23,0.3047298666176672,0.2538149373837551,0.2576157325745637,0.23851297889175324,0.25590012528176864,0.2810198581736441,0.26961558508741335,0.2561568065839621,0.2425447672443847,0.25655324228790705,0.26164639001268186,0.0183350077326274
7,34.839694714546205,7.512524603472942,1.873786449432373,0.14312905892856295,PCA(),0.66,0.95,,"{'clf__max_features': 0.66, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.95}",0.2741735537190082,0.2060422479075329,0.18444077387279834,0.21994075774259086,0.2216550072477469,0.25366308631946327,0.24915845429759492,0.21981874814130758,0.2879275829053877,0.21200738524224869,0.2328827597395679,0.030657183501088817,21,0.30799455285974864,0.255028609171485,0.25720654011279154,0.25774750390054485,0.2495471467337595,0.2711334728555274,0.2788657568300668,0.2542349701182157,0.26477395248135,0.2543010819886593,0.26508335870521493,0.016614152487777655
8,38.637066340446474,11.306278269206093,2.204160451889038,0.2933677930063965,PCA(),0.66,0.97,,"{'clf__max_features': 0.66, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.97}",0.26122118883946627,0.2631391518532807,0.18611400991390556,0.22463868708836549,0.24171971584094473,0.2584900029841838,0.23967349453257353,0.2325295086255983,0.2909411441700504,0.22597683494506532,0.24244437387934337,0.026940826336979563,20,0.2893526559531032,0.30344866576209856,0.26025359572486045,0.26443115191290284,0.26534029552879423,0.2785569378267907,0.27231457438776724,0.26283939288542224,0.26131168568681196,0.2647408959270442,0.27225898515955954,0.01350193845466495
9,49.01351556777954,15.425627214210929,2.604020857810974,0.4329098727193174,PCA(),1.0,0.91,,"{'clf__max_features': 1.0, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.91}",0.3225940437786423,0.29545874231168057,0.2650966451899578,0.28001031134534415,0.29815989485113437,0.29671436066875595,0.28470341574211583,0.2774449931332729,0.328646748681898,0.27617240922927605,0.2925001564932078,0.019317750045945926,15,0.33831576958319404,0.344323531144398,0.33905922840331965,0.3269515235077659,0.3240926184138252,0.31447825401562324,0.31728117489395163,0.3103723137230936,0.31692576008849177,0.3188341692180926,0.32506343429917556,0.011137456845222497
