,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,241.4769393603007,44.163255712148825,2.7032176653544107,0.032588641371301616,5,300,"{'clf__max_depth': 5, 'clf__n_estimators': 300}",0.49344771990445246,0.46296814929857166,0.45962311679503953,0.47201299533268787,0.01521803477704393,6,0.5077919168348284,0.4899275527886009,0.5039715962694263,0.5005636886309519,0.007680896282262715
1,552.2078002293905,104.34464545338574,8.032740910847982,0.09434313480897082,15,300,"{'clf__max_depth': 15, 'clf__n_estimators': 300}",0.5363140265222515,0.4993009347207003,0.4955147727312009,0.5103765779913841,0.018405564065814853,5,0.6244557641469767,0.6088509763937642,0.602677173771944,0.6119946381042283,0.009164740636200801
2,731.0870495637258,136.02580483506426,12.135485331217447,0.20766189446851163,25,300,"{'clf__max_depth': 25, 'clf__n_estimators': 300}",0.5354557317839698,0.5192488848480472,0.5225488596691572,0.5257511587670581,0.006993163877931937,4,0.8186787403195824,0.8077935188862372,0.8003904827397653,0.8089542473151949,0.007511127708974095
3,859.8737738927206,167.60673713534533,14.50385077794393,0.28855707955458715,35,300,"{'clf__max_depth': 35, 'clf__n_estimators': 300}",0.5483967691180607,0.5221421819485642,0.5298644805086165,0.5334678105250804,0.011017072426188818,3,0.8924487109824903,0.8887417994949026,0.8890315268131558,0.8900740124301829,0.0016833261499154576
4,850.4097667535146,167.6251164753988,15.61404856046041,0.4324748672042497,45,300,"{'clf__max_depth': 45, 'clf__n_estimators': 300}",0.554234216643989,0.5306573622845718,0.5350108399099699,0.5399674729461769,0.010243475115506646,1,0.9083618418201194,0.9091225667016727,0.9105933529288048,0.9093592538168656,0.0009262562820013442
5,875.6826555728912,174.94553245994706,15.647517760594686,0.8123175752037056,55,300,"{'clf__max_depth': 55, 'clf__n_estimators': 300}",0.5496281627755621,0.5232372107542825,0.5317225378030243,0.5348626371109563,0.011000477410704415,2,0.9116791423363673,0.9135761577307273,0.9165201355124224,0.9139251451931724,0.0019916739892798623
