,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_features,param_reduce_dim,param_reduce_dim__n_components,param_reduce_dim__k,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,20.976517653465272,4.880553023344244,0.8967976808547974,0.02474650422559666,0.33,PCA(),0.91,,"{'clf__max_features': 0.33, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.91}",0.41204429635437084,0.34698884169986016,0.3278661748492561,0.3351361382857446,0.36684831736356827,0.3342168642277626,0.3270569252437407,0.3402741696974541,0.3830147439703857,0.3154434399855135,0.34888899116776567,0.028275674643812167,13,0.43013187307935946,0.39183743611711613,0.3986809751634485,0.3837937849543753,0.38704309659129205,0.35522190147292193,0.35444416190648453,0.37192769774047435,0.3730359614232415,0.35222746707012653,0.37983443555188406,0.02284307517176026
1,22.11709952354431,4.781899306010782,0.9820116758346558,0.019321818986839826,0.33,PCA(),0.93,,"{'clf__max_features': 0.33, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.93}",0.3187125099623876,0.26890189348938853,0.19219005388959914,0.23543368161700962,0.24192359660975313,0.2777632382447876,0.2488611259236688,0.22001662041174722,0.2793654513761737,0.2214955034274574,0.2504663674951973,0.03470136157496715,17,0.343848472444461,0.31271766442156135,0.2682808054058623,0.27922440226672873,0.2683562110039705,0.3011158742962218,0.2803571221699188,0.2520462139522999,0.26062157144321596,0.2614307533539732,0.2827999090758213,0.026999924515815864
2,23.019546031951904,4.848850285643523,1.240725302696228,0.5167976445156622,0.33,PCA(),0.95,,"{'clf__max_features': 0.33, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.95}",0.2689676570972651,0.26583099837782037,0.2003977801302409,0.26706941586773486,0.20977392025782984,0.2671150045718668,0.25869643716899376,0.23881145095399114,0.2771697558105325,0.24375410662714114,0.24975865268634162,0.025001269070089677,18,0.2976426163353342,0.30951066780606024,0.28294772492578196,0.31472181145918854,0.2377425743041377,0.2879406832240904,0.2911121994538383,0.27651348211066146,0.2562874968734257,0.2844371965338311,0.28388564530263494,0.021935827047072868
3,25.41301100254059,5.690717889462275,1.2264595985412599,0.08202214394373536,0.33,PCA(),0.97,,"{'clf__max_features': 0.33, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.97}",0.287811955890888,0.2709603658536585,0.2532136574804925,0.23808224163027655,0.24390169252899946,0.2557830046204225,0.2519424547772247,0.2340327344326852,0.2751823958578489,0.22462973980023174,0.2535540242872728,0.018714414172194174,16,0.31860307483747724,0.3121189667851367,0.3262701541735235,0.2789936829929619,0.2692977430771774,0.2753803878985937,0.27903725987564576,0.2668184940506102,0.25250120199106285,0.2671753349906815,0.2846196300672871,0.023836042975324177
4,27.761474990844725,6.187776969242136,1.2931323766708374,0.04674706084977012,0.66,PCA(),0.91,,"{'clf__max_features': 0.66, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.91}",0.3349343842795955,0.30227877320646895,0.2846868185034878,0.29653067510430375,0.31059669625800657,0.2998264697168494,0.2965265344123756,0.2796303034713631,0.33676378743856406,0.2904989254136076,0.3032273367804622,0.018300636047628653,14,0.3640474451285262,0.34016727688018544,0.34682772577482646,0.3405287428366762,0.3353214462481648,0.3179964446303461,0.3214486887564975,0.3143962536623297,0.32122678140923894,0.32874518585406204,0.33307059911808534,0.014594149198882059
5,29.657302045822142,6.43642737641757,1.5329857110977172,0.2700064451653397,0.66,PCA(),0.93,,"{'clf__max_features': 0.66, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.93}",0.2638203725296738,0.215075820933205,0.19346384080245915,0.21737776393646838,0.23550892829511347,0.250003771933795,0.23088212334113972,0.22089188302046048,0.27146658781785926,0.20066878826551218,0.2299159880875686,0.024402300951165395,21,0.2998351042890276,0.25930184743519774,0.2712769445511349,0.25904258430308164,0.2607065044319762,0.26828174257600473,0.2610058158883096,0.25554439349807034,0.2489068574094231,0.24283457344229029,0.2626736367824516,0.014668285252389121
6,32.753099370002744,7.861977507795567,1.5955544233322143,0.08981156049084034,0.66,PCA(),0.95,,"{'clf__max_features': 0.66, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.95}",0.2584552650515711,0.23811567106997272,0.1932082794307891,0.22441430332922316,0.22108891722151391,0.2558035045679197,0.23279137855852491,0.22601729518249988,0.2753217683268047,0.22734230997531946,0.23525586927141387,0.021941201641108715,20,0.2841515268650947,0.2721200064108502,0.26827135301711574,0.26612392003554847,0.24566404213556203,0.2775017197342361,0.26482510991598895,0.2607555805177384,0.2534420645489901,0.2651744503857266,0.2658029773566851,0.010511074844985117
7,37.48208315372467,8.123818713785807,1.859959030151367,0.04425874348354833,0.66,PCA(),0.97,,"{'clf__max_features': 0.66, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.97}",0.25339065148946477,0.22707369336356015,0.19496307761761958,0.21981294495370154,0.24003687202335222,0.2597518521824511,0.2415745898864301,0.23449442522106884,0.2809390933395666,0.22065468973878544,0.23726918898160004,0.022761470372577048,19,0.28876334766384815,0.2708090115581492,0.27112963094340936,0.2615896707969429,0.26130592420147447,0.2810578131199577,0.26917333725000614,0.26324921660827455,0.2575315465033141,0.2599561639303586,0.2684565662575735,0.009494025225048854
8,35.424456524848935,7.599486290857529,1.6808212518692016,0.04720018593904422,1.0,PCA(),0.91,,"{'clf__max_features': 1.0, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.91}",0.32893883129253576,0.29243750178159117,0.254995499549955,0.2831431831146606,0.2950382664029581,0.2951606944957518,0.2841248343454643,0.2802597742230746,0.3340919311538409,0.2751276054307694,0.2923318121790602,0.02255398963667685,15,0.3525690441201398,0.3456619814328394,0.33145531531129757,0.3322291815640274,0.322501190287256,0.31350360505909797,0.3118312266420429,0.3116897823507788,0.3218060103089441,0.31405306080186196,0.32573003978782855,0.013764443074675836
9,40.89561123847962,9.493835826513108,1.8847055435180664,0.03033773994478064,1.0,PCA(),0.93,,"{'clf__max_features': 1.0, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.93}",0.24317299165163145,0.2139868310937771,0.18230975945467656,0.20975724723073302,0.2219986797019899,0.2529195160441873,0.22828504306969458,0.219779875690824,0.26888958231177285,0.21289068722719595,0.22539902134764828,0.02324700600324351,24,0.2760725306757208,0.25877076854266046,0.2571614840301662,0.24969125972327308,0.24792980544710852,0.2724856907101779,0.2570001284472913,0.2542077346947576,0.24813639107034446,0.25632474002474726,0.2577780533366248,0.009072918328896751
