,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_features,param_reduce_dim,param_reduce_dim__n_components,param_reduce_dim__k,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,16.89364151954651,5.6573775512225035,0.5408291339874267,0.01763347341302873,0.33,PCA(),0.91,,"{'clf__max_features': 0.33, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.91}",0.41768832997499455,0.4256766852479743,0.3951486892036013,0.3403435164547004,0.3945519430003828,0.33380911343315733,0.30483176976793397,0.2943610152749345,0.3862189205579139,0.2961718126922639,0.3588801795607857,0.04821194526001902,13,0.4368947373872334,0.46309789536378865,0.4552540063815294,0.3940829712623043,0.4085173310524045,0.35082201950132674,0.3397109155414653,0.3264088420427249,0.36606669592859276,0.33178208248842206,0.3872637496949792,0.04914780371647145
1,16.489186763763428,3.698012775627005,0.6086870670318604,0.06008189474100258,0.33,PCA(),0.93,,"{'clf__max_features': 0.33, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.93}",0.35141232253096844,0.26203770902143164,0.21323599127714044,0.23017730659201124,0.2585631371605569,0.2707599248296923,0.2668451584114235,0.26486406619385344,0.3157351340793035,0.2261201860581667,0.26597509361545474,0.039398243539163984,16,0.3890589590585812,0.3140449069935132,0.28123469922385885,0.2729911194569959,0.28902237042598766,0.2897741222685981,0.3001890544635344,0.2985605246991333,0.2961571652533613,0.26605931907517777,0.2997092240918741,0.03256293935423626
2,17.54558870792389,7.983378485077961,0.6308934211730957,0.014205058790781542,0.33,PCA(),0.95,,"{'clf__max_features': 0.33, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.95}",0.30551176629315613,0.28282215676081557,0.2411319372367055,0.30289210233592884,0.2417272364829638,0.26914194089351123,0.22966252775779566,0.24004401112503437,0.29595229904827425,0.22238262616118504,0.26312686040953703,0.030222247915444953,17,0.3269338264075996,0.318624043034591,0.3139687344963399,0.3323770265067478,0.27101537933665465,0.2918589043902051,0.2631822592123563,0.2710606677990468,0.2724204477449775,0.26186267822575526,0.2923303967154274,0.026536689506602967
3,16.790347576141357,3.4894564187265913,0.7081907987594604,0.04563022110837221,0.33,PCA(),0.97,,"{'clf__max_features': 0.33, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.97}",0.2677460081693279,0.1968312299534194,0.2044570554103169,0.2782321236076177,0.26782778691073894,0.2695037545370384,0.24529631672488816,0.21600213739018367,0.27038391495536046,0.24657367548409667,0.24628540031429885,0.028598109072833083,18,0.3007985984746438,0.234404035859238,0.27333210865554336,0.3253808015157958,0.2927688627638419,0.2950698528030956,0.2730169165802716,0.24610043477069415,0.2511817595273139,0.28823196585057154,0.27802853368010094,0.02657617224772195
4,18.65234217643738,4.923699524426856,0.7262118339538575,0.013172854158669438,0.66,PCA(),0.91,,"{'clf__max_features': 0.66, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.91}",0.33804191633001657,0.30989365848226713,0.264776393287359,0.27792610455602446,0.29864382583868665,0.3098058319994432,0.2971791134356512,0.30199647266313934,0.33396247059467155,0.2784621236504081,0.3010687910837667,0.02233578841800674,14,0.3669804531191525,0.35535280557261456,0.3358073036924839,0.32201120779153736,0.3229378758150923,0.33056398475758825,0.3300363959406968,0.332343208900454,0.3187542905852765,0.31702864279331444,0.3331816168968211,0.015352664580115532
5,19.130010104179384,4.22462840940254,0.8042415618896485,0.017418241515996864,0.66,PCA(),0.93,,"{'clf__max_features': 0.66, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.93}",0.24933912673574185,0.22250699338948882,0.17223356065508486,0.23358734327993524,0.22270447075844066,0.2791089425227266,0.23638225891554673,0.23867217378002142,0.2830996827810019,0.21113714987166607,0.23487717026896543,0.03049318916577471,21,0.2767224556029551,0.2650645672001888,0.2497148101922503,0.273431186154702,0.2465620638711599,0.29977152793222667,0.266169622300794,0.2695514705882353,0.25883239330131697,0.2538504339063416,0.265967053105017,0.014718161860038523
6,20.363736295700072,4.286064295366138,0.9166445255279541,0.07419304598951158,0.66,PCA(),0.95,,"{'clf__max_features': 0.66, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.95}",0.2876440321762447,0.2406692210230655,0.21094133481117883,0.22104266579751988,0.2328713977560173,0.2590187375256933,0.2292664600356908,0.23588768421536901,0.2713679322023871,0.21223462708436192,0.24009440926275283,0.024028340646870365,19,0.31796455825753756,0.2838424086585081,0.2798371550559598,0.2699401742509484,0.25646665138982766,0.27878673434238216,0.25925789856748943,0.2691513365328786,0.25223612963008807,0.2523927104456752,0.2719875757131295,0.018845484039192447
7,22.492267632484435,4.592445842967648,1.0454841613769532,0.03505936044180352,0.66,PCA(),0.97,,"{'clf__max_features': 0.66, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.97}",0.2861329541827467,0.23033134300652783,0.20319312644267765,0.20429479796146988,0.2310570191098623,0.25690484010629716,0.2378677550515592,0.2387503056982147,0.2783617146212566,0.2106840536275088,0.2377577909808121,0.027393373946067574,20,0.3161556920625214,0.27560062800423946,0.28623837241503,0.24608092085575137,0.2531616946360215,0.2798926548056853,0.27037584655745533,0.2719801326504543,0.2536111294838724,0.2512011142126484,0.2704298185683679,0.02000780624110635
8,21.62936453819275,4.441880907621083,0.9856393575668335,0.19214422068165155,1.0,PCA(),0.91,,"{'clf__max_features': 1.0, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.91}",0.36427182424975035,0.29083836274706104,0.2793725695809848,0.27776102904230726,0.29152083423353353,0.30109983079526226,0.27936973250274827,0.287459482820716,0.3318018978860722,0.26968987885429935,0.29731854427127347,0.027656836762853347,15,0.38209286592952785,0.3291529675410905,0.345292429475898,0.32211933165467294,0.31973227802714405,0.32146339928906226,0.3091723228982773,0.32546582787692047,0.3184088104981135,0.30998430036409796,0.32828845335548046,0.02036832830869383
9,23.668616127967834,5.368714842798015,1.0767077922821044,0.028410520651417782,1.0,PCA(),0.93,,"{'clf__max_features': 1.0, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.93}",0.24493840712281986,0.21452817379497624,0.17952890510708944,0.22227380344459408,0.2271845267901853,0.25150043731338784,0.22453700061366103,0.22487732689461795,0.26197537521344477,0.2080105013767049,0.22593544576714814,0.022218455034308547,23,0.27000554365546675,0.25631669917146493,0.2564255012763729,0.2623148343270816,0.2549354170541489,0.26935736356220213,0.2550591157942665,0.25815123919716687,0.24057346459811763,0.24998910408781097,0.2573128282724099,0.008235611757257962
10,25.16120581626892,5.092935809374728,1.2151304006576538,0.04000935403282976,1.0,PCA(),0.95,,"{'clf__max_features': 1.0, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.95}",0.24870466321243528,0.2184525492413533,0.1810833456552812,0.22289231149873195,0.21551532828202768,0.24989426620747993,0.22926211436523697,0.22207297263526177,0.26106387126767744,0.20848469330602185,0.22574261156715075,0.022004897389848805,24,0.2793320018366218,0.26237454056583803,0.25860495525559474,0.2646900729174776,0.24062739276872994,0.2711210612938474,0.26050251176632006,0.2548608608140052,0.24203741674156115,0.24950926241008725,0.25836600763700834,0.011554036172180693
11,28.079616904258728,6.1385929033115465,1.6516043901443482,0.050333911291742986,1.0,PCA(),0.97,,"{'clf__max_features': 1.0, 'reduce_dim': PCA(), 'reduce_dim__n_components': 0.97}",0.2624846836615762,0.23470016007880803,0.1812480504342401,0.2163187855787476,0.23893778078650993,0.25079106771539644,0.23399256227924128,0.223800180634713,0.27907726107652875,0.21910449647675925,0.23404550287225206,0.025634807868630906,22,0.29179899539169035,0.2793822688942018,0.25937171552026156,0.25377661621184033,0.26362311093279656,0.2716843202507572,0.26032077281677574,0.25363784085002367,0.25472194392088543,0.2624183098196506,0.2650735894608883,0.011800410745203055
12,10.281382989883422,2.3209169163960492,0.390801215171814,0.014052046141377643,0.33,SelectKBest(k=20),,20,"{'clf__max_features': 0.33, 'reduce_dim': SelectKBest(k=20), 'reduce_dim__k': 20}",0.535801856355785,0.4867921870125688,0.5110060987923584,0.496560201431432,0.5180161513659932,0.4909076230649686,0.4962743986393456,0.47167107699065985,0.4923756141725074,0.47566097010655417,0.49750661779321736,0.01844233381950048,1,0.5210012397531177,0.5194820277568086,0.5186933186955072,0.5167519963129578,0.5136424426380118,0.5185417439861444,0.5166208308017013,0.4989875753172803,0.5086156887179598,0.48887614410449687,0.5121213008083985,0.009932630475629959
